"","kick_distance","yardline_100","diff"
"5691",31,12,19
"5692",27,9,18
"5693",27,9,18
"5694",39,21,18
"5695",53,35,18
"5696",36,18,18
"5697",40,22,18
"5698",35,17,18
"5699",27,9,18
"5700",46,28,18
"5701",26,8,18
"5702",54,36,18
"5703",47,29,18
"5704",53,35,18
"5705",51,33,18
"5706",47,29,18
"5707",37,19,18
"5708",33,15,18
"5709",30,12,18
"5710",53,35,18
"5711",48,30,18
"5712",51,33,18
"5713",46,28,18
"5714",43,25,18
"5715",54,36,18
"5716",51,33,18
"5717",32,14,18
"5718",29,11,18
"5719",43,25,18
"5720",24,6,18
"5721",37,19,18
"5722",36,17,19
"5723",57,38,19
"5724",49,31,18
"5725",35,17,18
"5726",55,36,19
"5727",32,14,18
"5728",40,22,18
"5729",24,6,18
"5730",35,17,18
"5731",32,14,18
"5732",50,32,18
"5733",44,27,17
"5734",53,35,18
"5735",33,16,17
"5736",50,32,18
"5737",37,19,18
"5738",33,15,18
"5739",47,29,18
"5740",28,10,18
"5741",37,19,18
"5742",25,7,18
"5743",40,22,18
"5744",30,12,18
"5745",36,18,18
"5746",30,12,18
"5747",41,23,18
"5748",36,18,18
"5749",45,27,18
"5750",20,2,18
"5751",30,12,18
"5752",48,30,18
"5753",45,27,18
"5754",36,17,19
"5755",29,11,18
"5756",22,3,19
"5757",34,16,18
"5758",34,16,18
"5759",41,23,18
"5760",46,28,18
"5761",33,14,19
"5762",28,10,18
"5763",43,25,18
"5764",53,35,18
"5765",28,10,18
"5766",46,28,18
"5767",52,34,18
"5768",25,6,19
"5769",46,28,18
"5770",49,31,18
"5771",45,26,19
"5772",28,9,19
"5773",36,18,18
"5774",29,11,18
"5775",42,24,18
"5776",39,21,18
"5777",52,34,18
"5778",22,4,18
"5779",59,40,19
"5780",46,27,19
"5781",29,11,18
"5782",30,12,18
"5783",56,38,18
"5784",45,27,18
"5785",29,11,18
"5786",46,28,18
"5787",22,4,18
"5788",42,24,18
"5789",31,13,18
"5790",42,24,18
"5791",55,37,18
"5792",37,19,18
"5793",35,17,18
"5794",51,33,18
"5795",39,21,18
"5796",31,13,18
"5797",40,22,18
"5798",51,33,18
"5799",23,5,18
"5800",45,26,19
"5801",25,6,19
"5802",22,4,18
"5803",44,26,18
"5804",37,19,18
"5805",44,26,18
"5806",53,35,18
"5807",28,10,18
"5808",52,34,18
"5809",33,15,18
"5810",25,7,18
"5811",53,35,18
"5812",35,17,18
"5813",28,11,17
"5814",43,25,18
"5815",56,38,18
"5816",55,36,19
"5817",34,16,18
"5818",42,24,18
"5819",56,37,19
"5820",42,24,18
"5821",45,26,19
"5822",26,8,18
"5823",35,16,19
"5824",23,4,19
"5825",40,22,18
"5826",44,26,18
"5827",37,19,18
"5828",43,25,18
"5829",48,30,18
"5830",43,25,18
"5831",41,23,18
"5832",31,13,18
"5833",31,13,18
"5834",41,23,18
"5835",31,12,19
"5836",49,31,18
"5837",41,23,18
"5838",35,17,18
"5839",34,16,18
"5840",33,15,18
"5841",39,21,18
"5842",48,30,18
"5843",34,16,18
"5844",52,34,18
"5845",51,33,18
"5846",48,30,18
"5847",56,38,18
"5848",31,13,18
"5849",32,14,18
"5850",43,25,18
"5851",46,28,18
"5852",56,38,18
"5853",50,32,18
"5854",21,3,18
"5855",31,13,18
"5856",52,34,18
"5857",38,20,18
"5858",37,18,19
"5859",48,31,17
"5860",32,13,19
"5861",38,20,18
"5862",48,30,18
"5863",43,25,18
"5864",50,32,18
"5865",42,24,18
"5866",55,37,18
"5867",41,23,18
"5868",23,5,18
"5869",21,3,18
"5870",24,6,18
"5871",25,7,18
"5872",23,5,18
"5873",44,26,18
"5874",20,2,18
"5875",43,25,18
"5876",35,17,18
"5877",38,19,19
"5878",37,19,18
"5879",29,10,19
"5880",36,18,18
"5881",52,34,18
"5882",47,29,18
"5883",44,26,18
"5884",29,11,18
"5885",53,35,18
"5886",55,37,18
"5887",35,17,18
"5888",53,35,18
"5889",33,15,18
"5890",49,31,18
"5891",26,7,19
"5892",54,36,18
"5893",37,19,18
"5894",23,5,18
"5895",36,18,18
"5896",46,28,18
"5897",31,13,18
"5898",37,19,18
"5899",36,18,18
"5900",27,9,18
"5901",28,10,18
"5902",39,20,19
"5903",53,35,18
"5904",49,31,18
"5905",38,20,18
"5906",42,24,18
"5907",25,7,18
"5908",38,19,19
"5909",21,3,18
"5910",61,43,18
"5911",38,20,18
"5912",33,15,18
"5913",37,19,18
"5914",28,10,18
"5915",24,6,18
"5916",46,28,18
"5917",47,29,18
"5918",41,23,18
"5919",37,19,18
"5920",29,11,18
"5921",29,11,18
"5922",47,29,18
"5923",45,27,18
"5924",48,30,18
"5925",30,12,18
"5926",22,4,18
"5927",26,8,18
"5928",53,35,18
"5929",54,36,18
"5930",51,33,18
"5931",58,40,18
"5932",26,8,18
"5933",35,17,18
"5934",26,8,18
"5935",42,24,18
"5936",27,9,18
"5937",42,24,18
"5938",38,20,18
"5939",29,11,18
"5940",22,4,18
"5941",52,34,18
"5942",51,33,18
"5943",25,7,18
"5944",38,20,18
"5945",35,17,18
"5946",30,11,19
"5947",33,14,19
"5948",24,5,19
"5949",47,29,18
"5950",40,21,19
"5951",48,30,18
"5952",37,19,18
"5953",34,16,18
"5954",49,31,18
"5955",25,7,18
"5956",41,23,18
"5957",49,31,18
"5958",25,7,18
"5959",39,21,18
"5960",35,17,18
"5961",45,27,18
"5962",42,24,18
"5963",27,9,18
"5964",24,6,18
"5965",55,37,18
"5966",39,21,18
"5967",35,17,18
"5968",26,8,18
"5969",36,18,18
"5970",32,14,18
"5971",56,38,18
"5972",28,10,18
"5973",46,27,19
"5974",48,30,18
"5975",22,4,18
"5976",20,2,18
"5977",37,19,18
"5978",30,12,18
"5979",36,18,18
"5980",50,32,18
"5981",25,7,18
"5982",34,16,18
"5983",36,17,19
"5984",35,17,18
"5985",39,21,18
"5986",32,14,18
"5987",37,19,18
"5988",49,31,18
"5989",55,37,18
"5990",55,37,18
"5991",41,23,18
"5992",26,8,18
"5993",53,35,18
"5994",48,30,18
"5995",37,19,18
"5996",26,8,18
"5997",51,33,18
"5998",53,35,18
"5999",41,23,18
"6000",37,19,18
"6001",41,23,18
"6002",28,10,18
"6003",21,2,19
"6004",45,27,18
"6005",42,24,18
"6006",40,21,19
"6007",20,1,19
"6008",32,14,18
"6009",23,4,19
"6010",31,13,18
"6011",24,6,18
"6012",24,6,18
"6013",44,26,18
"6014",50,32,18
"6015",46,28,18
"6016",51,33,18
"6017",52,33,19
"6018",35,17,18
"6019",25,7,18
"6020",48,30,18
"6021",38,20,18
"6022",59,41,18
"6023",34,16,18
"6024",54,36,18
"6025",41,23,18
"6026",22,4,18
"6027",37,19,18
"6028",44,26,18
"6029",36,18,18
"6030",39,21,18
"6031",34,16,18
"6032",34,16,18
"6033",30,12,18
"6034",48,30,18
"6035",38,20,18
"6036",44,26,18
"6037",24,6,18
"6038",36,18,18
"6039",29,11,18
"6040",43,25,18
"6041",21,3,18
"6042",48,30,18
"6043",24,6,18
"6044",43,25,18
"6045",53,35,18
"6046",26,8,18
"6047",38,20,18
"6048",28,10,18
"6049",24,6,18
"6050",32,14,18
"6051",41,23,18
"6052",27,9,18
"6053",41,23,18
"6054",33,15,18
"6055",47,29,18
"6056",22,4,18
"6057",30,12,18
"6058",50,32,18
"6059",48,30,18
"6060",19,1,18
"6061",61,43,18
"6062",23,5,18
"6063",23,5,18
"6064",51,33,18
"6065",55,37,18
"6066",36,18,18
"6067",42,24,18
"6068",37,19,18
"6069",45,27,18
"6070",27,9,18
"6071",36,18,18
"6072",29,11,18
"6073",43,25,18
"6074",46,28,18
"6075",34,16,18
"6076",20,1,19
"6077",56,38,18
"6078",22,5,17
"6079",46,28,18
"6080",46,28,18
"6081",34,16,18
"6082",47,29,18
"6083",46,28,18
"6084",44,26,18
"6085",41,22,19
"6086",33,15,18
"6087",23,5,18
"6088",39,21,18
"6089",53,35,18
"6090",44,26,18
"6091",35,17,18
"6092",36,18,18
"6093",51,33,18
"6094",37,19,18
"6095",38,20,18
"6096",21,3,18
"6097",44,26,18
"6098",31,13,18
"6099",39,21,18
"6100",55,37,18
"6101",42,24,18
"6102",41,23,18
"6103",39,21,18
"6104",51,33,18
"6105",27,9,18
"6106",39,21,18
"6107",35,17,18
"6108",40,22,18
"6109",46,28,18
"6110",43,24,19
"6111",46,28,18
"6112",39,21,18
"6113",42,24,18
"6114",36,18,18
"6115",48,30,18
"6116",38,20,18
"6117",40,22,18
"6118",34,16,18
"6119",36,17,19
"6120",36,18,18
"6121",27,9,18
"6122",41,23,18
"6123",22,4,18
"6124",20,2,18
"6125",39,21,18
"6126",31,13,18
"6127",34,16,18
"6128",51,32,19
"6129",31,13,18
"6130",24,6,18
"6131",51,33,18
"6132",31,12,19
"6133",52,34,18
"6134",40,22,18
"6135",41,23,18
"6136",47,29,18
"6137",30,12,18
"6138",43,25,18
"6139",49,31,18
"6140",48,30,18
"6141",34,16,18
"6142",54,36,18
"6143",37,18,19
"6144",27,9,18
"6145",33,15,18
"6146",41,23,18
"6147",21,3,18
"6148",49,31,18
"6149",28,10,18
"6150",24,6,18
"6151",40,22,18
"6152",46,28,18
"6153",36,18,18
"6154",41,23,18
"6155",38,19,19
"6156",30,12,18
"6157",36,18,18
"6158",43,25,18
"6159",42,24,18
"6160",24,6,18
"6161",42,24,18
"6162",31,13,18
"6163",23,5,18
"6164",43,25,18
"6165",23,5,18
"6166",37,19,18
"6167",55,37,18
"6168",46,28,18
"6169",47,28,19
"6170",31,13,18
"6171",30,12,18
"6172",28,10,18
"6173",43,25,18
"6174",34,16,18
"6175",28,10,18
"6176",28,10,18
"6177",44,26,18
"6178",34,16,18
"6179",53,35,18
"6180",40,22,18
"6181",52,34,18
"6182",51,33,18
"6183",50,32,18
"6184",39,21,18
"6185",28,10,18
"6186",49,31,18
"6187",38,20,18
"6188",45,27,18
"6189",54,36,18
"6190",34,16,18
"6191",52,34,18
"6192",26,8,18
"6193",45,27,18
"6194",48,30,18
"6195",40,21,19
"6196",31,13,18
"6197",47,29,18
"6198",30,12,18
"6199",39,21,18
"6200",29,11,18
"6201",33,15,18
"6202",45,27,18
"6203",32,14,18
"6204",31,13,18
"6205",52,34,18
"6206",44,26,18
"6207",31,13,18
"6208",54,36,18
"6209",38,20,18
"6210",40,22,18
"6211",30,12,18
"6212",29,11,18
"6213",38,20,18
"6214",41,23,18
